position,track name,artist,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,explicit,popularity,year
190,"When It Rains It Pours","Luke Combs",22514,0.5660000000000001,0.341,"F",-16.846,"minor",0.0723,0.36200000000000004,3.39e-05,0.11800000000000001,0.67,85.334,221533,4,"Hiphop","not explicit",20,1981
194,"Lights Down Low","MAX",20057,0.622,0.5710000000000001,"C",-5.337999999999999,"minor",0.0493,0.0458,0.0,0.122,0.635,81.059,225013,4,"Emo","not explicit",55,2016
55,"Saint","Huncho Jack",51474,0.866,0.648,"C♯",-3.675,"major",0.0543,0.009000000000000001,0.0,0.0967,0.0798,150.058,140793,4,"Hiphop","explicit",65,2017
91,"Respect","Aretha Franklin",36880,0.635,0.42200000000000004,"A",-14.265,"minor",0.0297,0.306,0.9520000000000001,0.146,0.155,125.715,265259,4,"Trap Metal","not explicit",0,2021
199,"m.A.A.d city","Kendrick Lamar",19340,0.48700000000000004,0.7290000000000001,"D",-6.815,"major",0.271,0.0538,4.07e-06,0.44,0.217,91.04799999999999,350120,4,"Hiphop","explicit",64,2012
199,"Get You (feat. Kali Uchis)","Daniel Caesar",21544,0.659,0.295,"B",-8.527999999999999,"minor",0.0322,0.426,6.95e-05,0.0795,0.36,74.03699999999998,277297,4,"Hiphop","not explicit",61,2016
183,"Best Part (feat. H.E.R.)","Daniel Caesar",20345,0.524,0.364,"G",-10.209,"major",0.0367,0.8079999999999999,0.0,0.1,0.436,75.24,209831,4,"RnB","not explicit",78,2017
199,"Side To Side","Ariana Grande",38983,0.65,0.736,"F♯",-5.84,"minor",0.22899999999999998,0.0528,0.0,0.235,0.613,159.173,226160,4,"Pop","explicit",74,2016
200,"In the Name of Love","Martin Garrix",33717,0.731,0.33799999999999997,"A♯",-12.499,"major",0.0523,0.764,0.898,0.293,0.525,92.516,327453,4,"Pop","not explicit",40,1985
185,"No Cap","Future",21896,0.9570000000000001,0.392,"F",-5.501,"major",0.146,0.225,8.03e-05,0.0905,0.605,130.05,90702,4,"Underground Rap","explicit",0,1941
186,"Weak","AJR",19432,0.6890000000000001,0.603,"F",-9.43,"major",0.0384,0.0601,0.0,0.0611,0.57,127.559,292240,4,"RnB","not explicit",54,2001
190,"Heaven","Kane Brown",184111,0.5539999999999999,0.371,"G",-9.104,"minor",0.0361,0.855,0.0,0.0838,0.245,199.828,191813,4,"RnB","not explicit",2,2021
110,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",62532,0.6409999999999999,0.922,"D",-4.457,"major",0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,"Rap","not explicit",82,2012
162,"Renegade","Axwell /\ Ingrosso",42139,0.45299999999999996,0.672,"D",-13.044,"major",0.0462,0.0129,0.00763,0.183,0.521,120.929,366707,4,"Hiphop","not explicit",23,1970
137,"Just Dance","Lady Gaga",192517,0.674,0.5579999999999999,"C♯",-11.727,"minor",0.0384,0.00859,0.0635,0.266,0.7020000000000001,111.99,274339,4,"Pop","not explicit",0,2016
195,"Cold","Maroon 5",39376,0.439,0.9470000000000001,"G",-3.491,"major",0.122,0.006670000000000001,7.36e-06,0.364,0.6709999999999999,88.219,194560,4,"Rap","not explicit",37,2002
196,"Myself","NAV",20572,0.35700000000000004,0.5329999999999999,"B",-8.126,"major",0.0777,0.723,0.0,0.10099999999999999,0.318,138.086,222912,4,"Hiphop","not explicit",61,2018
181,"Santeria","Sublime",173077,0.6629999999999999,0.735,"C♯",-5.14,"minor",0.0395,0.0222,2.17e-06,0.124,0.5660000000000001,90.101,183173,4,"Hiphop","not explicit",36,1996
197,"everybody dies","J. Cole",14954,0.779,0.6940000000000001,"A",-9.376,"major",0.2,0.281,1.36e-05,0.109,0.569,82.861,161827,4,"Hiphop","explicit",60,2016
199,"YAH.","Kendrick Lamar",20268,0.67,0.7,"C♯",-7.893,"major",0.196,0.5760000000000001,5.34e-06,0.226,0.648,69.986,160293,4,"Hiphop","explicit",63,2017
146,"Somewhere I Belong","Linkin Park",47466,0.451,0.951,"C♯",-3.7539999999999996,"major",0.0645,0.00037999999999999997,2.39e-06,0.261,0.442,162.065,213933,4,"Emo","not explicit",55,2003
194,"Hear Me Now","Alok",38109,0.457,0.838,"G",-3.7939999999999996,"major",0.0348,0.0002,0.000102,0.888,0.359,85.98899999999998,214267,4,"Emo","not explicit",57,2011
176,"Come Over","Trey Songz",194983,0.534,0.563,"D",-8.975,"minor",0.0601,0.35600000000000004,1.37e-06,0.574,0.414,124.149,336413,3,"RnB","not explicit",37,1995
199,"No Money","Galantis",35115,0.6709999999999999,0.9159999999999999,"F♯",-4.013999999999999,"minor",0.0397,0.0282,0.00762,0.24,0.8029999999999999,126.01,189127,4,"Pop","not explicit",69,2016
195,"Look At Me!","XXXTENTACION",21736,0.763,0.726,"C♯",-6.405,"major",0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,"Hiphop","explicit",65,2017
194,"Gassed Up","Nebu Kiniza",163809,0.7979999999999999,0.568,"F",-9.072000000000001,"minor",0.135,0.0213,0.0,0.0586,0.45,148.88,193911,3,"Underground Rap","explicit",72,2016
162,"Cut It (feat. Young Dolph)","O.T. Genasis",163667,0.875,0.6729999999999999,"G",-4.184,"major",0.0932,0.135,0.0,0.292,0.231,130.0,222600,4,"Underground Rap","explicit",60,2015
200,"Dreamer","Charli XCX",18729,0.44799999999999995,0.23800000000000002,"C",-21.636,"major",0.0346,0.878,0.872,0.131,0.516,129.287,251760,4,"Rap","not explicit",26,1974
199,"Stressed Out","Twenty One Pilots",42271,0.7340000000000001,0.637,"E",-5.6770000000000005,"minor",0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,169.977,202333,4,"Hiphop","not explicit",83,2015
200,"DNA.","Kendrick Lamar",39058,0.638,0.523,"C♯",-6.664,"major",0.35700000000000004,0.00454,0.0,0.0842,0.42200000000000004,139.91299999999998,185947,4,"Hiphop","explicit",77,2017
97,"Redbone","Childish Gambino",34039,0.743,0.34700000000000003,"C♯",-11.174000000000001,"major",0.121,0.16699999999999998,0.00951,0.10300000000000001,0.5720000000000001,160.143,326933,4,"RnB","explicit",82,2016
199,"Both (feat. Drake)","Gucci Mane",18218,0.85,0.405,"G",-7.508999999999999,"minor",0.225,0.11900000000000001,0.000118,0.0707,0.344,139.976,190312,4,"Rap","explicit",68,2016
7,"No Limit","G-Eazy",118031,0.6459999999999999,0.6659999999999999,"C♯",-12.690999999999999,"major",0.0465,0.125,1.5399999999999998e-05,0.062,0.73,109.175,255827,4,"RnB","not explicit",31,1978
156,"Tunnel Vision","Kodak Black",25910,0.6629999999999999,0.9229999999999999,"C",-7.091,"major",0.04,0.0272,0.0015300000000000001,0.22399999999999998,0.924,115.736,259027,4,"Hiphop","not explicit",44,1995
190,"Solo","Future",17970,0.7509999999999999,0.642,"D♯",-5.165,"minor",0.087,0.0861,0.0,0.0953,0.38799999999999996,95.045,169567,4,"RnB","not explicit",73,2018
146,"Tightrope","Michelle Williams",53161,0.645,0.48,"E",-8.355,"major",0.0328,0.24,0.0191,0.0911,0.424,96.963,204747,4,"Trap Metal","not explicit",56,2021
149,"Motorcycle Patches","Huncho Jack",23745,0.868,0.657,"G♯",-4.853,"major",0.113,0.0158,0.0,0.0995,0.436,162.86700000000005,191410,4,"Rap","explicit",64,2017
154,"HUMBLE.","Kendrick Lamar",51504,0.9079999999999999,0.621,"C♯",-6.638,"minor",0.102,0.00028199999999999997,5.39e-05,0.0958,0.42100000000000004,150.011,177000,4,"Hiphop","explicit",82,2017
129,"Trouble","R3HAB",21722,0.6459999999999999,0.86,"G",-5.524,"major",0.0432,0.022000000000000002,0.0,0.091,0.8909999999999999,135.987,195265,4,"Emo","not explicit",0,2010
182,"Skateboard P (feat. Big Sean)","MadeinTYO",161890,0.831,0.47,"C♯",-7.48,"minor",0.425,0.0371,0.0,0.14400000000000002,0.33899999999999997,75.47399999999998,242307,4,"Hiphop","explicit",62,2017
177,"Ignition - Remix","R. Kelly",24631,0.778,0.5489999999999999,"C♯",-6.144,"major",0.0473,0.0549,0.0,0.0724,0.802,133.041,186040,4,"RnB","not explicit",62,2014
182,"Thrift Shop (feat. Wanz)","Macklemore & Ryan Lewis",169182,0.7809999999999999,0.526,"F♯",-6.9860000000000015,"minor",0.293,0.0633,0.0,0.0457,0.665,94.993,235613,4,"Hiphop","explicit",68,2012
176,"Lonely","NAV",19326,0.632,0.532,"B",-7.86,"major",0.0249,0.163,7.71e-06,0.114,0.614,90.064,237000,4,"Hiphop","not explicit",0,2020
161,"Best of You","Foo Fighters",38435,0.377,0.9420000000000001,"C♯",-4.543,"minor",0.07,0.0009199999999999999,8.88e-05,0.126,0.348,129.955,254973,4,"Emo","not explicit",57,2009
200,"XO TOUR Llif3","Lil Uzi Vert",40378,0.732,0.75,"B",-6.3660000000000005,"minor",0.231,0.00264,0.0,0.109,0.401,155.096,182707,4,"Hiphop","explicit",83,2017
180,"What I've Done","Linkin Park",37305,0.648,0.7829999999999999,"F",-5.14,"major",0.0276,0.00133,0.00112,0.102,0.27699999999999997,120.094,206000,4,"Emo","not explicit",0,2020
63,"It Wasn't Me","Shaggy",46821,0.851,0.621,"C",-4.184,"major",0.0675,0.0545,0.0,0.336,0.691,94.73899999999999,229195,4,"Hiphop","not explicit",11,2020
177,"Realize","2 Chainz",177434,0.693,0.594,"C♯",-6.4079999999999995,"major",0.0325,0.13,0.0,0.115,0.192,123.932,244107,4,"Dark Trap","not explicit",58,2007
183,"Hit","NAV",20874,0.527,0.8809999999999999,"C",-9.026,"major",0.036000000000000004,0.0497,0.000778,0.165,0.934,108.42399999999999,233787,4,"Underground Rap","not explicit",39,1992
189,"Mr. Brightside","The Killers",19277,0.44799999999999995,0.7020000000000001,"C♯",-6.9979999999999976,"major",0.028999999999999998,0.000331,0.0,0.12300000000000001,0.349,147.95,223000,4,"Emo","not explicit",0,2020
121,"Telephone","Lady Gaga",209865,0.8240000000000001,0.836,"D♯",-5.903,"major",0.0404,0.00521,0.000817,0.11199999999999999,0.716,122.014,220640,4,"Pop","not explicit",68,2009
126,"What If","Kevin Gates",252844,0.304,0.502,"F♯",-6.7070000000000025,"minor",0.035,0.313,0.0011,0.138,0.204,136.779,298520,4,"RnB","not explicit",55,2005
172,"Galway Girl","Ed Sheeran",41442,0.624,0.8759999999999999,"A",-3.3739999999999997,"major",0.1,0.0735,0.0,0.327,0.7809999999999999,99.943,170827,4,"Pop","not explicit",78,2017
174,"DEVASTATED","Joey Bada$$",21377,0.812,0.628,"A♯",-6.164,"minor",0.0682,0.0634,0.0,0.254,0.485,123.00399999999999,207059,4,"Hiphop","explicit",71,2017
198,"Ni**as In Paris","JAY Z",19898,0.757,0.882,"C♯",-6.125,"major",0.248,0.0763,0.0,0.251,0.684,140.047,219320,4,"Hiphop","explicit",58,2014
190,"Say A'","A Boogie Wit da Hoodie",20663,0.831,0.8140000000000001,"F",-5.18,"major",0.474,0.391,0.0,0.109,0.846,161.041,214854,4,"Rap","explicit",60,2017
128,"Firework","Katy Perry",206093,0.638,0.8320000000000001,"G♯",-5.039,"major",0.049,0.141,0.0,0.113,0.648,124.071,227893,4,"Pop","not explicit",49,2010
99,"Die For You","The Weeknd",33370,0.586,0.525,"C♯",-7.162999999999999,"minor",0.0615,0.111,0.0,0.134,0.508,133.629,260253,4,"RnB","not explicit",66,2016
154,"Light","San Holo",20424,0.22399999999999998,0.387,"C",-9.022,"major",0.0287,0.532,0.00548,0.0689,0.0395,104.566,262533,5,"Dark Trap","not explicit",59,2014
196,"This Town","Niall Horan",29569,0.679,0.40700000000000003,"A",-7.778,"major",0.0302,0.6990000000000001,0.0,0.122,0.195,111.814,232600,4,"Emo","not explicit",61,2016
183,"Whatever","DJ Khaled",21138,0.545,0.882,"F",-4.864,"major",0.11900000000000001,0.000169,0.0368,0.332,0.595,122.259,206200,4,"Dark Trap","explicit",57,1998
189,"Blackout","Julie Bergan",17426,0.257,0.945,"B",-6.4179999999999975,"major",0.10099999999999999,0.00856,0.35100000000000003,0.0597,0.044000000000000004,81.186,227160,4,"Underground Rap","not explicit",19,1983
194,"Yesterday","Imagine Dragons",168428,0.439,0.154,"A♯",-16.315,"major",0.0281,0.841,5.81e-06,0.141,0.327,82.58200000000002,130133,4,"Hiphop","not explicit",16,1966
200,"Roses","The Chainsmokers",26513,0.703,0.768,"C♯",-5.069,"major",0.0339,0.0339,1.3e-06,0.0328,0.7859999999999999,95.98299999999999,181674,4,"Hiphop","not explicit",66,2020
186,"Get It Together","Drake",36498,0.768,0.3670000000000001,"A",-9.979,"minor",0.0879,0.308,0.0,0.10400000000000001,0.436,97.01100000000001,294680,4,"RnB","not explicit",36,2002
194,"Kids","MGMT",18645,0.68,0.46799999999999997,"A",-11.128,"major",0.0947,0.0311,0.0,0.207,0.348,84.994,297933,4,"Underground Rap","explicit",50,2011
155,"Numb / Encore","JAY Z",46238,0.685,0.8029999999999999,"D",-4.251,"major",0.156,0.0601,0.0,0.546,0.799,107.005,205280,4,"Hiphop","explicit",69,2004
184,"Molly","Lil Pump",21373,0.831,0.7829999999999999,"F",-6.718999999999999,"major",0.0527,0.079,1.27e-06,0.35,0.7709999999999999,140.046,218440,4,"RnB","explicit",53,2013
197,"I Don't Fuck With You","Big Sean",128120,0.8240000000000001,0.733,"C♯",-5.474,"major",0.0613,0.0362,0.0,0.325,0.395,97.97200000000001,284387,4,"Hiphop","explicit",75,2015
197,"Gold Digger","Kanye West",22774,0.698,0.763,"G",-6.479,"major",0.193,0.0112,0.0,0.19,0.48100000000000004,92.43,208000,4,"Hiphop","not explicit",0,2020
190,"Coaster","Khalid",165032,0.441,0.21899999999999997,"G♯",-14.585999999999999,"major",0.0419,0.935,0.0,0.115,0.244,94.021,199120,4,"Emo","not explicit",75,2017
191,"Send My Love (To Your New Lover)","Adele",35652,0.688,0.5329999999999999,"F♯",-8.363,"minor",0.0865,0.0355,3.48e-06,0.172,0.5670000000000001,164.06900000000005,223079,4,"Pop","not explicit",69,2015
172,"Make Me (Cry)","Noah Cyrus",19452,0.588,0.47100000000000003,"C",-7.287000000000001,"major",0.0577,0.5920000000000001,0.00146,0.0733,0.209,152.881,242081,4,"Emo","not explicit",69,2016
155,"Palace","Sam Smith",24842,0.16699999999999998,0.883,"B",-7.775,"minor",0.0671,0.0004969999999999999,0.0012699999999999999,0.0788,0.31,159.917,209107,4,"Hiphop","not explicit",0,1993
196,"Sauce It Up","Lil Uzi Vert",23995,0.813,0.528,"F♯",-6.305,"minor",0.313,0.0715,0.0,0.125,0.131,79.532,207039,4,"Rap","explicit",69,2017
25,"MotorSport","Migos",72776,0.904,0.518,"D",-5.32,"major",0.183,0.0305,0.0,0.325,0.188,137.996,303077,4,"RnB","explicit",74,2018
191,"Look Alive","Rae Sremmurd",144431,0.7859999999999999,0.583,"C",-7.415,"major",0.0393,0.0552,1.84e-06,0.326,0.22899999999999998,120.024,228000,4,"RnB","explicit",60,2016
194,"Run","Foo Fighters",20323,0.585,0.521,"B",-6.6339999999999995,"major",0.0266,0.698,0.0,0.0936,0.7509999999999999,94.669,151000,4,"Hiphop","not explicit",11,1959
191,"True Colors","The Weeknd",17418,0.624,0.424,"C♯",-8.237,"major",0.24,0.28600000000000003,0.0,0.17300000000000001,0.584,76.671,206013,4,"RnB","not explicit",68,2016
47,"Too Good At Goodbyes","Sam Smith",125168,0.6809999999999999,0.3720000000000001,"F",-8.237,"major",0.0432,0.64,0.0,0.16899999999999998,0.47600000000000003,91.87299999999999,201000,4,"Emo","not explicit",74,2017
199,"Drowning","KREAM",18810,0.493,0.977,"D",-6.86,"major",0.147,0.0219,0.313,0.11,0.135,137.951,197391,4,"Dark Trap","not explicit",16,2020
192,"End of the World","Kelsea Ballerini",205964,0.498,0.754,"D",-4.8660000000000005,"major",0.0438,0.36,0.0,0.11900000000000001,0.39299999999999996,130.05700000000002,260427,4,"Emo","not explicit",0,2011
200,"Immortal","J. Cole",16865,0.581,0.925,"C",-1.99,"major",0.455,0.168,6.51e-06,0.49,0.515,84.921,301840,4,"Rap","explicit",54,2013
196,"For Real","Lil Uzi Vert",19925,0.7120000000000001,0.679,"B",-8.137,"major",0.247,0.0026899999999999997,0.0,0.196,0.491,170.076,330200,4,"Rap","explicit",32,1995
176,"All I Know","The Weeknd",17537,0.252,0.9129999999999999,"D",-5.807,"major",0.085,0.00126,0.0013800000000000002,0.11599999999999999,0.451,174.5,235013,4,"RnB","not explicit",34,1996
179,"Ave Maria","Michael Bublé",32053,0.204,0.157,"F",-12.147,"major",0.0327,0.956,0.0117,0.125,0.0668,80.574,240227,4,"RnB","not explicit",48,2011
159,"Living Single","Big Sean",185027,0.7140000000000001,0.62,"B",-5.045,"major",0.29600000000000004,0.223,0.0,0.109,0.73,80.109,276347,4,"Hiphop","explicit",68,2016
199,"Almost Home","Sultan + Shepard ",17775,0.525,0.48100000000000004,"G♯",-6.715,"major",0.0251,0.302,0.0,0.121,0.237,75.97399999999998,289000,5,"Dark Trap","not explicit",58,2003
182,"Let Me Love You","DJ Snake",44592,0.649,0.17,"A",-16.757,"major",0.0616,0.871,2.48e-06,0.41,0.345,106.99799999999999,186333,4,"Hiphop","not explicit",21,1963
127,"Closer","The Chainsmokers",58229,0.369,0.868,"B",-4.81,"major",0.0566,0.00118,0.0415,0.0901,0.76,166.021,208013,4,"Pop","not explicit",45,2008
194,"Awful Things","Lil Peep",21674,0.368,0.7959999999999999,"C♯",-4.923,"minor",0.0823,0.0157,0.0,0.0694,0.18100000000000002,170.033,214427,4,"Hiphop","explicit",74,2017
178,"wokeuplikethis*","Playboi Carti",23119,0.785,0.62,"G♯",-6.6670000000000025,"major",0.254,0.0138,0.0,0.15,0.478,78.477,235535,4,"Hiphop","explicit",74,2017
80,"Billie Jean","Michael Jackson",73219,0.513,0.625,"E",-4.822,"minor",0.0436,0.5920000000000001,3.9399999999999995e-05,0.12,0.408,137.863,281373,4,"Rap","not explicit",46,2007
173,"Be Yourself","Audioslave",39443,0.8540000000000001,0.733,"B",-5.919,"minor",0.17,0.23399999999999999,0.0775,0.11199999999999999,0.9620000000000001,124.368,249160,4,"Emo","not explicit",25,1982
78,"Slippery (feat. Gucci Mane)","Migos",39278,0.92,0.674,"C♯",-5.662000000000001,"minor",0.264,0.307,0.0,0.10400000000000001,0.741,141.967,304041,4,"Rap","explicit",72,2017
156,"The Scientist","Coldplay",50068,0.5720000000000001,0.419,"F",-7.9910000000000005,"major",0.024,0.737,1.4999999999999999e-05,0.11,0.209,146.409,311427,4,"Pop","not explicit",51,2002
186,"All We Got (feat. Kanye West & Chicago Children's Choir)","Chance The Rapper",18900,0.531,0.544,"C",-8.615,"minor",0.462,0.308,1.89e-06,0.0835,0.39799999999999996,131.921,203794,4,"Underground Rap","not explicit",60,2016
82,"Go Flex","Post Malone",37876,0.665,0.498,"F",-8.185,"major",0.0832,0.228,0.0,0.0757,0.127,81.96700000000001,179613,4,"Hiphop","explicit",78,2016
180,"Save That Shit","Lil Peep",23960,0.545,0.826,"C♯",-4.651,"major",0.0491,0.138,0.0,0.33799999999999997,0.48700000000000004,140.02,213238,4,"Hiphop","explicit",58,2012
149,"Born This Way","Lady Gaga",180380,0.586,0.8270000000000001,"B",-5.102,"major",0.15,0.0037,0.0,0.32799999999999996,0.508,123.905,260253,4,"Pop","not explicit",53,2011
173,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",45736,0.728,0.563,"C♯",-8.052999999999999,"minor",0.134,0.621,0.0,0.179,0.35200000000000004,100.01700000000001,217707,4,"Pop","not explicit",68,2016
170,"Too Many Years","Kodak Black",19983,0.40299999999999997,0.264,"A",-20.088,"major",0.0659,0.6559999999999999,0.00735,0.23600000000000002,0.4,92.338,310453,4,"Hiphop","not explicit",0,2010
158,"Someone Like You","Adele",39437,0.4920000000000001,0.9840000000000001,"G♯",-3.1910000000000003,"major",0.0945,0.00023700000000000001,0.0353,0.33299999999999996,0.331,145.012,275968,4,"Emo","not explicit",54,2013
198,"My House","Flo Rida",15433,0.319,0.0986,"C♯",-19.954,"major",0.0332,0.5820000000000001,4.9000000000000005e-06,0.136,0.273,84.54,177160,4,"Pop","not explicit",25,1987
195,"Kiwi","Harry Styles",30142,0.375,0.93,"D",-2.6310000000000002,"major",0.0561,0.00064,0.0,0.318,0.491,147.124,176387,4,"Dark Trap","not explicit",79,2017
53,"Sober","G-Eazy",52463,0.598,0.754,"G",-2.6860000000000004,"major",0.0497,0.0026,0.0,0.261,0.7709999999999999,104.619,146133,4,"Hiphop","explicit",55,2015
193,"Gyalchester","Drake",22511,0.877,0.391,"C♯",-8.196,"major",0.063,0.0317,0.000502,0.0945,0.122,131.018,189230,4,"Rap","explicit",68,2017
185,"Whatever It Takes","Imagine Dragons",38547,0.439,0.8740000000000001,"C",-4.165,"major",0.0299,0.00571,0.0,0.17600000000000002,0.527,150.036,207240,4,"Underground Rap","not explicit",56,2007
156,"Home","Edward Sharpe & The Magnetic Zeros",21294,0.725,0.19899999999999998,"D",-12.478,"major",0.0357,0.982,0.00395,0.1,0.264,120.031,195359,3,"RnB","not explicit",77,2020
192,"The One","The Chainsmokers",34918,0.792,0.866,"F♯",-5.0889999999999995,"minor",0.0356,0.009170000000000001,5.99e-05,0.17800000000000002,0.18600000000000005,125.97200000000001,147615,4,"Hiphop","not explicit",0,2020
199,"Drugs","August Alsina",149475,0.584,0.204,"G",-18.617,"major",0.0345,0.185,0.644,0.545,0.32899999999999996,94.77799999999999,309987,4,"Hiphop","not explicit",26,1979
200,"The Greatest","Sia",35031,0.639,0.785,"A♯",-6.1670000000000025,"minor",0.174,0.0174,0.00107,0.0512,0.6859999999999999,191.95,210920,4,"Dark Trap","not explicit",66,2016
198,"PRBLMS","6LACK",21595,0.41700000000000004,0.58,"A",-4.574,"major",0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773,4,"Hiphop","explicit",73,2016
181,"Royals","Lorde",18549,0.665,0.47600000000000003,"G",-8.477,"major",0.13699999999999998,0.113,0.0,0.33,0.385,84.881,189853,4,"Hiphop","not explicit",18,2020
108,"Sign of the Times","Harry Styles",63690,0.6990000000000001,0.68,"B",-8.228,"major",0.0599,0.22399999999999998,0.0,0.0529,0.857,113.889,174347,4,"Pop","not explicit",41,1981
179,"in my miNd","Maty Noyes",16705,0.616,0.457,"C",-6.761,"major",0.034,0.14800000000000002,0.0,0.125,0.20800000000000002,119.646,245947,4,"Dark Trap","not explicit",46,2006
190,"Bohemian Rhapsody","Queen",33050,0.447,0.0299,"C",-25.006999999999998,"minor",0.0367,0.982,0.841,0.0736,0.18600000000000005,70.893,274280,4,"Emo","not explicit",51,2009
197,"Keep On","Kehlani",150441,0.8440000000000001,0.716,"F♯",-8.082,"minor",0.0823,0.0349,6.7e-05,0.41200000000000003,0.835,116.73899999999999,401040,4,"Underground Rap","not explicit",29,1982
113,"Crawling","Linkin Park",54335,0.58,0.7020000000000001,"E",-5.565,"major",0.0337,0.0466,3.2e-06,0.536,0.299,105.07600000000001,208960,4,"Emo","not explicit",52,2000
174,"Lights Out","Virginia To Vegas",19317,0.611,0.603,"C",-7.468,"major",0.0269,0.0109,2.17e-06,0.332,0.466,125.88600000000001,206867,4,"Hiphop","not explicit",0,2020
176,"You Belong With Me","Taylor Swift",173760,0.687,0.7709999999999999,"F♯",-4.4239999999999995,"major",0.0384,0.16399999999999998,2.46e-05,0.11199999999999999,0.445,129.964,231147,4,"Emo","not explicit",56,2008
192,"Mask Off","Future",38491,0.833,0.434,"D",-8.795,"major",0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4,"Hiphop","explicit",80,2017
184,"Angel","Fifth Harmony",41781,0.28800000000000003,0.752,"D♯",-5.942,"major",0.0338,0.0324,0.0,0.0802,0.39899999999999997,171.417,307373,4,"RnB","not explicit",31,1994
152,"Eclipse","Pink Floyd",40668,0.276,0.201,"D",-16.526,"major",0.0346,0.9520000000000001,0.0,0.0898,0.0989,161.053,239640,4,"Rap","not explicit",9,1960
127,"Naked","James Arthur",28163,0.529,0.607,"F♯",-6.7810000000000015,"major",0.0574,0.10400000000000001,0.0,0.0631,0.23800000000000002,101.96600000000001,234107,4,"Emo","not explicit",74,2017
195,"oui","Jeremih",143234,0.418,0.7240000000000001,"F",-3.7239999999999998,"major",0.0964,0.213,0.0,0.11199999999999999,0.604,78.521,238320,5,"RnB","not explicit",75,2015
79,"Fuck Love (feat. Trippie Redd)","XXXTENTACION",38411,0.797,0.5329999999999999,"C",-9.74,"minor",0.0412,0.0172,0.000152,0.10300000000000001,0.32899999999999996,131.036,146520,4,"Hiphop","explicit",83,2017
156,"Zombie","The Cranberries",24774,0.44799999999999995,0.826,"D",-3.2439999999999998,"minor",0.0319,0.007559999999999998,0.0,0.11699999999999999,0.19,77.093,254805,4,"Dark Trap","not explicit",65,2018
200,"Love Yourself","Justin Bieber",37107,0.759,0.401,"E",-8.999,"major",0.259,0.86,0.0,0.299,0.5760000000000001,100.126,232627,4,"Pop","not explicit",6,2021
179,"Magic","Thomas Gold",18844,0.73,0.7,"A",-8.648,"major",0.0344,0.0966,0.000144,0.114,0.961,117.63,239627,4,"Hiphop","not explicit",38,2002
158,"Papercut","Linkin Park",45743,0.524,0.9390000000000001,"A",-3.9939999999999998,"major",0.113,0.00022,0.0,0.623,0.6609999999999999,150.184,184867,4,"Emo","not explicit",44,2000
14,"Ric Flair Drip (& Metro Boomin)","Offset",92415,0.88,0.428,"A",-8.28,"major",0.20600000000000002,0.149,5.07e-05,0.114,0.33299999999999996,100.007,172800,4,"Hiphop","explicit",81,2017
135,"Magnolia","Playboi Carti",27502,0.63,0.764,"F♯",-5.5829999999999975,"minor",0.0299,0.113,0.0,0.0487,0.556,125.152,183400,4,"Rap","not explicit",24,1978
195,"Who Do You Love","Marianas Trench",17231,0.736,0.526,"F",-13.542,"major",0.027000000000000003,0.139,1.49e-05,0.0648,0.95,98.00399999999999,245853,4,"Emo","not explicit",20,1978
197,"Mama","Jonas Blue",40700,0.44,0.415,"C♯",-12.097000000000001,"minor",0.0468,0.6990000000000001,0.12,0.102,0.33299999999999996,76.637,423227,4,"Emo","not explicit",21,1973
180,"Biking","Frank Ocean",20865,0.6729999999999999,0.46299999999999997,"D",-7.247000000000001,"major",0.191,0.6809999999999999,4.9000000000000005e-06,0.0907,0.268,147.981,277521,4,"Hiphop","explicit",69,2017
109,"Déjà Vu","Katy Perry",57964,0.503,0.688,"F",-8.072000000000001,"major",0.0282,0.00121,0.0434,0.09699999999999999,0.273,122.07799999999999,267293,4,"Emo","not explicit",23,2007
200,"Hello","Adele",34759,0.8440000000000001,0.8640000000000001,"G",-4.4830000000000005,"minor",0.0348,0.0339,0.21600000000000005,0.386,0.7959999999999999,104.99700000000001,226308,4,"Underground Rap","not explicit",64,2014
140,"Relationship (feat. Future)","Young Thug",27182,0.8420000000000001,0.597,"D",-6.336,"major",0.0627,0.00252,0.0,0.124,0.298,145.99200000000005,215307,4,"RnB","explicit",74,2017
193,"Ordinary Life","The Weeknd",15794,0.537,0.5870000000000001,"G",-7.4860000000000015,"minor",0.0771,0.0275,0.0,0.0961,0.365,149.748,221920,4,"RnB","not explicit",65,2016
200,"When I Was Your Man","Bruno Mars",41494,0.612,0.28,"C",-8.648,"major",0.0434,0.932,0.0,0.08800000000000001,0.387,72.795,213827,4,"Pop","not explicit",83,2012
177,"Poles 1469","Trippie Redd",194786,0.741,0.7609999999999999,"E",-3.8710000000000004,"minor",0.0512,0.235,0.0,0.11900000000000001,0.217,81.543,149576,4,"Hiphop","explicit",66,2017
